subscription_id,user_id,plan_name,price_monthly,max_streams,max_resolution,max_profiles,status,start_date,end_date,auto_renew,created_at
589,384,Premium,59.99,4,4K,5,active,2022-07-12,,true,2022-07-12 00:00:00
590,385,Premium,59.99,4,4K,5,active,2024-06-30,,true,2024-06-30 00:00:00
591,386,Basic,29.99,1,720p,2,active,2021-01-13,,true,2021-01-13 00:00:00
592,387,Standard,43.99,2,1080p,5,expired,2021-03-12,2021-11-29,true,2021-03-12 00:00:00
593,387,Premium,59.99,4,4K,5,expired,2024-07-19,2025-07-08,false,2024-07-19 00:00:00
594,387,Basic,29.99,1,720p,2,active,2024-12-18,,true,2024-12-18 00:00:00
595,388,Basic,29.99,1,720p,2,expired,2023-03-04,2023-06-29,false,2023-03-04 00:00:00
596,388,Basic,29.99,1,720p,2,active,2024-06-24,,true,2024-06-24 00:00:00
597,389,Standard,43.99,2,1080p,5,cancelled,2025-02-25,2025-06-16,false,2025-02-25 00:00:00
598,389,Standard,43.99,2,1080p,5,expired,2020-02-01,2020-03-02,false,2020-02-01 00:00:00
599,389,Basic,29.99,1,720p,2,active,2022-02-19,,true,2022-02-19 00:00:00
600,390,Premium,59.99,4,4K,5,active,2023-04-30,,true,2023-04-30 00:00:00
601,391,Standard,43.99,2,1080p,5,active,2020-12-16,,true,2020-12-16 00:00:00
602,392,Standard,43.99,2,1080p,5,cancelled,2025-04-29,2025-10-14,true,2025-04-29 00:00:00
603,392,Standard,43.99,2,1080p,5,cancelled,2024-09-05,2025-02-23,false,2024-09-05 00:00:00
604,392,Basic,29.99,1,720p,2,active,2024-08-26,,true,2024-08-26 00:00:00
605,393,Premium,59.99,4,4K,5,active,2024-05-29,,true,2024-05-29 00:00:00
606,394,Standard,43.99,2,1080p,5,active,2020-04-17,,true,2020-04-17 00:00:00
607,395,Standard,43.99,2,1080p,5,active,2021-05-11,,true,2021-05-11 00:00:00
608,396,Standard,43.99,2,1080p,5,expired,2023-06-05,2024-05-21,false,2023-06-05 00:00:00
609,396,Premium,59.99,4,4K,5,cancelled,2022-09-13,2023-05-08,false,2022-09-13 00:00:00
610,396,Basic,29.99,1,720p,2,active,2024-12-25,,true,2024-12-25 00:00:00
611,397,Basic,29.99,1,720p,2,expired,2022-09-19,2023-08-25,false,2022-09-19 00:00:00
612,397,Basic,29.99,1,720p,2,active,2021-11-01,,true,2021-11-01 00:00:00
613,398,Standard,43.99,2,1080p,5,active,2024-12-29,,true,2024-12-29 00:00:00
614,399,Basic,29.99,1,720p,2,active,2022-08-25,,true,2022-08-25 00:00:00
615,400,Premium,59.99,4,4K,5,active,2020-12-12,,true,2020-12-12 00:00:00
616,401,Standard,43.99,2,1080p,5,active,2021-06-18,,true,2021-06-18 00:00:00
617,402,Standard,43.99,2,1080p,5,expired,2023-09-19,2024-07-01,false,2023-09-19 00:00:00
618,402,Basic,29.99,1,720p,2,active,2024-02-01,,true,2024-02-01 00:00:00
619,403,Standard,43.99,2,1080p,5,expired,2024-12-06,2025-02-28,false,2024-12-06 00:00:00
620,403,Basic,29.99,1,720p,2,active,2024-05-10,,true,2024-05-10 00:00:00
621,404,Premium,59.99,4,4K,5,active,2021-09-06,,true,2021-09-06 00:00:00
622,405,Premium,59.99,4,4K,5,active,2020-07-17,,true,2020-07-17 00:00:00
623,406,Standard,43.99,2,1080p,5,active,2023-02-13,,true,2023-02-13 00:00:00
624,407,Basic,29.99,1,720p,2,active,2022-10-19,,true,2022-10-19 00:00:00
625,408,Premium,59.99,4,4K,5,expired,2025-02-07,2025-11-14,true,2025-02-07 00:00:00
626,408,Basic,29.99,1,720p,2,active,2022-10-04,,true,2022-10-04 00:00:00
627,409,Standard,43.99,2,1080p,5,expired,2024-12-22,2025-02-13,true,2024-12-22 00:00:00
628,409,Standard,43.99,2,1080p,5,active,2020-07-06,,true,2020-07-06 00:00:00
629,410,Premium,59.99,4,4K,5,expired,2024-03-09,2024-06-17,false,2024-03-09 00:00:00
630,410,Premium,59.99,4,4K,5,cancelled,2024-03-13,2024-11-05,false,2024-03-13 00:00:00
631,410,Standard,43.99,2,1080p,5,active,2022-12-21,,true,2022-12-21 00:00:00
632,411,Standard,43.99,2,1080p,5,active,2024-10-02,,true,2024-10-02 00:00:00
633,412,Standard,43.99,2,1080p,5,active,2020-09-10,,true,2020-09-10 00:00:00
634,413,Standard,43.99,2,1080p,5,active,2023-09-09,,true,2023-09-09 00:00:00
635,414,Premium,59.99,4,4K,5,active,2020-12-28,,true,2020-12-28 00:00:00
636,415,Basic,29.99,1,720p,2,active,2023-06-18,,true,2023-06-18 00:00:00
637,416,Standard,43.99,2,1080p,5,expired,2020-10-19,2021-03-28,true,2020-10-19 00:00:00
638,416,Standard,43.99,2,1080p,5,cancelled,2021-08-26,2021-12-10,false,2021-08-26 00:00:00
639,416,Premium,59.99,4,4K,5,active,2022-06-30,,true,2022-06-30 00:00:00
640,417,Standard,43.99,2,1080p,5,cancelled,2022-06-18,2023-06-17,true,2022-06-18 00:00:00
641,417,Standard,43.99,2,1080p,5,cancelled,2025-01-20,2025-07-04,true,2025-01-20 00:00:00
642,417,Standard,43.99,2,1080p,5,active,2022-08-25,,true,2022-08-25 00:00:00
643,418,Premium,59.99,4,4K,5,active,2023-05-05,,true,2023-05-05 00:00:00
644,419,Premium,59.99,4,4K,5,expired,2022-04-21,2022-07-13,false,2022-04-21 00:00:00
645,419,Standard,43.99,2,1080p,5,active,2020-09-05,,true,2020-09-05 00:00:00
646,420,Premium,59.99,4,4K,5,expired,2020-03-18,2020-05-01,false,2020-03-18 00:00:00
647,420,Standard,43.99,2,1080p,5,active,2020-06-13,,true,2020-06-13 00:00:00
648,421,Premium,59.99,4,4K,5,expired,2024-03-31,2024-06-25,false,2024-03-31 00:00:00
649,421,Standard,43.99,2,1080p,5,active,2020-01-13,,true,2020-01-13 00:00:00
650,422,Standard,43.99,2,1080p,5,active,2022-08-27,,true,2022-08-27 00:00:00
651,423,Basic,29.99,1,720p,2,active,2021-08-04,,true,2021-08-04 00:00:00
652,424,Standard,43.99,2,1080p,5,expired,2020-07-29,2021-05-26,false,2020-07-29 00:00:00
653,424,Premium,59.99,4,4K,5,expired,2024-06-24,2024-08-16,false,2024-06-24 00:00:00
654,424,Standard,43.99,2,1080p,5,active,2023-11-10,,true,2023-11-10 00:00:00
655,425,Standard,43.99,2,1080p,5,active,2024-06-23,,true,2024-06-23 00:00:00
656,426,Standard,43.99,2,1080p,5,cancelled,2021-09-05,2022-08-01,false,2021-09-05 00:00:00
657,426,Basic,29.99,1,720p,2,active,2020-01-22,,true,2020-01-22 00:00:00
658,427,Standard,43.99,2,1080p,5,cancelled,2020-08-14,2021-03-17,true,2020-08-14 00:00:00
659,427,Premium,59.99,4,4K,5,expired,2023-06-28,2024-04-01,false,2023-06-28 00:00:00
660,427,Basic,29.99,1,720p,2,active,2025-05-07,,true,2025-05-07 00:00:00
661,428,Premium,59.99,4,4K,5,expired,2024-05-26,2024-07-22,false,2024-05-26 00:00:00
662,428,Standard,43.99,2,1080p,5,active,2020-07-28,,true,2020-07-28 00:00:00
663,429,Premium,59.99,4,4K,5,active,2021-12-08,,true,2021-12-08 00:00:00
664,430,Premium,59.99,4,4K,5,active,2024-07-13,,true,2024-07-13 00:00:00
665,431,Standard,43.99,2,1080p,5,active,2024-12-03,,true,2024-12-03 00:00:00
666,432,Standard,43.99,2,1080p,5,cancelled,2020-07-04,2020-11-01,false,2020-07-04 00:00:00
667,432,Basic,29.99,1,720p,2,active,2024-03-26,,true,2024-03-26 00:00:00
668,433,Basic,29.99,1,720p,2,active,2022-12-25,,true,2022-12-25 00:00:00
669,434,Basic,29.99,1,720p,2,active,2020-01-30,,true,2020-01-30 00:00:00
670,435,Standard,43.99,2,1080p,5,cancelled,2022-01-02,2022-10-10,false,2022-01-02 00:00:00
671,435,Basic,29.99,1,720p,2,active,2020-05-23,,true,2020-05-23 00:00:00
672,436,Premium,59.99,4,4K,5,cancelled,2024-01-09,2024-03-03,false,2024-01-09 00:00:00
673,436,Standard,43.99,2,1080p,5,active,2021-05-08,,true,2021-05-08 00:00:00
674,437,Basic,29.99,1,720p,2,active,2022-01-31,,true,2022-01-31 00:00:00
675,438,Standard,43.99,2,1080p,5,cancelled,2021-10-13,2022-01-14,false,2021-10-13 00:00:00
676,438,Premium,59.99,4,4K,5,cancelled,2022-06-11,2023-02-07,true,2022-06-11 00:00:00
677,438,Standard,43.99,2,1080p,5,active,2024-11-28,,true,2024-11-28 00:00:00
678,439,Standard,43.99,2,1080p,5,expired,2025-03-06,2025-07-12,false,2025-03-06 00:00:00
679,439,Premium,59.99,4,4K,5,active,2020-09-28,,true,2020-09-28 00:00:00
680,440,Basic,29.99,1,720p,2,expired,2022-11-17,2023-08-23,true,2022-11-17 00:00:00
681,440,Basic,29.99,1,720p,2,active,2020-05-04,,true,2020-05-04 00:00:00
682,441,Basic,29.99,1,720p,2,expired,2022-01-06,2022-02-28,false,2022-01-06 00:00:00
683,441,Premium,59.99,4,4K,5,active,2025-02-14,,true,2025-02-14 00:00:00
684,442,Standard,43.99,2,1080p,5,active,2020-02-07,,true,2020-02-07 00:00:00
685,443,Standard,43.99,2,1080p,5,expired,2024-08-05,2024-12-17,false,2024-08-05 00:00:00
686,443,Premium,59.99,4,4K,5,active,2024-10-31,,true,2024-10-31 00:00:00
687,444,Premium,59.99,4,4K,5,active,2024-07-31,,true,2024-07-31 00:00:00
688,445,Premium,59.99,4,4K,5,expired,2024-12-31,2025-03-31,false,2024-12-31 00:00:00
689,445,Premium,59.99,4,4K,5,active,2023-08-03,,true,2023-08-03 00:00:00
690,446,Standard,43.99,2,1080p,5,active,2023-01-10,,true,2023-01-10 00:00:00
691,447,Basic,29.99,1,720p,2,active,2025-05-20,,true,2025-05-20 00:00:00
692,448,Basic,29.99,1,720p,2,cancelled,2025-05-09,2025-06-21,false,2025-05-09 00:00:00
693,448,Basic,29.99,1,720p,2,cancelled,2021-04-06,2021-10-13,false,2021-04-06 00:00:00
694,448,Standard,43.99,2,1080p,5,active,2020-01-03,,true,2020-01-03 00:00:00
695,449,Standard,43.99,2,1080p,5,expired,2024-12-22,2025-02-09,false,2024-12-22 00:00:00
696,449,Standard,43.99,2,1080p,5,active,2024-10-04,,true,2024-10-04 00:00:00
697,450,Standard,43.99,2,1080p,5,cancelled,2021-08-05,2022-01-26,false,2021-08-05 00:00:00
698,450,Standard,43.99,2,1080p,5,active,2020-04-14,,true,2020-04-14 00:00:00
699,451,Premium,59.99,4,4K,5,cancelled,2020-04-28,2020-10-09,false,2020-04-28 00:00:00
700,451,Basic,29.99,1,720p,2,active,2023-09-03,,true,2023-09-03 00:00:00
701,452,Basic,29.99,1,720p,2,active,2024-10-04,,true,2024-10-04 00:00:00
702,453,Basic,29.99,1,720p,2,active,2020-08-20,,true,2020-08-20 00:00:00
703,454,Basic,29.99,1,720p,2,cancelled,2021-10-18,2022-10-05,false,2021-10-18 00:00:00
704,454,Premium,59.99,4,4K,5,cancelled,2025-01-07,2025-12-22,false,2025-01-07 00:00:00
705,454,Premium,59.99,4,4K,5,active,2025-02-18,,true,2025-02-18 00:00:00
706,455,Basic,29.99,1,720p,2,active,2021-03-05,,true,2021-03-05 00:00:00
707,456,Standard,43.99,2,1080p,5,cancelled,2023-01-14,2023-07-07,true,2023-01-14 00:00:00
708,456,Standard,43.99,2,1080p,5,expired,2020-11-23,2021-09-10,true,2020-11-23 00:00:00
709,456,Standard,43.99,2,1080p,5,active,2020-01-06,,true,2020-01-06 00:00:00
710,457,Standard,43.99,2,1080p,5,active,2021-04-03,,true,2021-04-03 00:00:00
711,458,Standard,43.99,2,1080p,5,active,2020-10-13,,true,2020-10-13 00:00:00
712,459,Standard,43.99,2,1080p,5,expired,2024-09-20,2025-04-27,false,2024-09-20 00:00:00
713,459,Basic,29.99,1,720p,2,expired,2020-11-17,2021-04-25,false,2020-11-17 00:00:00
714,459,Basic,29.99,1,720p,2,active,2022-06-15,,true,2022-06-15 00:00:00
715,460,Standard,43.99,2,1080p,5,active,2024-04-07,,true,2024-04-07 00:00:00
716,461,Standard,43.99,2,1080p,5,expired,2020-09-07,2021-01-21,false,2020-09-07 00:00:00
717,461,Standard,43.99,2,1080p,5,cancelled,2024-12-01,2025-09-28,false,2024-12-01 00:00:00
718,461,Basic,29.99,1,720p,2,active,2020-02-20,,true,2020-02-20 00:00:00
719,462,Basic,29.99,1,720p,2,active,2021-08-15,,true,2021-08-15 00:00:00
720,463,Basic,29.99,1,720p,2,active,2023-12-31,,true,2023-12-31 00:00:00
721,464,Basic,29.99,1,720p,2,expired,2023-07-18,2023-09-07,false,2023-07-18 00:00:00
722,464,Standard,43.99,2,1080p,5,expired,2020-05-18,2020-12-03,false,2020-05-18 00:00:00
723,464,Standard,43.99,2,1080p,5,active,2024-09-11,,true,2024-09-11 00:00:00
724,465,Premium,59.99,4,4K,5,active,2020-11-11,,true,2020-11-11 00:00:00
725,466,Standard,43.99,2,1080p,5,active,2020-10-24,,true,2020-10-24 00:00:00
726,467,Standard,43.99,2,1080p,5,expired,2022-07-06,2022-11-28,false,2022-07-06 00:00:00
727,467,Premium,59.99,4,4K,5,active,2021-02-19,,true,2021-02-19 00:00:00
728,468,Premium,59.99,4,4K,5,active,2023-10-13,,true,2023-10-13 00:00:00
729,469,Premium,59.99,4,4K,5,active,2023-05-19,,true,2023-05-19 00:00:00
730,470,Premium,59.99,4,4K,5,active,2022-01-21,,true,2022-01-21 00:00:00
731,471,Standard,43.99,2,1080p,5,active,2020-04-02,,true,2020-04-02 00:00:00
732,472,Basic,29.99,1,720p,2,active,2024-08-25,,true,2024-08-25 00:00:00
733,473,Basic,29.99,1,720p,2,expired,2021-02-24,2022-02-01,false,2021-02-24 00:00:00
734,473,Standard,43.99,2,1080p,5,active,2020-10-07,,true,2020-10-07 00:00:00
735,474,Standard,43.99,2,1080p,5,cancelled,2023-03-08,2023-07-29,false,2023-03-08 00:00:00
736,474,Standard,43.99,2,1080p,5,active,2021-08-11,,true,2021-08-11 00:00:00
737,475,Standard,43.99,2,1080p,5,cancelled,2022-05-25,2022-12-20,false,2022-05-25 00:00:00
738,475,Basic,29.99,1,720p,2,active,2023-09-09,,true,2023-09-09 00:00:00
739,476,Standard,43.99,2,1080p,5,active,2021-10-07,,true,2021-10-07 00:00:00
740,477,Standard,43.99,2,1080p,5,expired,2022-02-02,2022-10-05,false,2022-02-02 00:00:00
741,477,Basic,29.99,1,720p,2,active,2020-03-05,,true,2020-03-05 00:00:00
742,478,Standard,43.99,2,1080p,5,cancelled,2025-02-19,2025-08-18,false,2025-02-19 00:00:00
743,478,Basic,29.99,1,720p,2,active,2023-08-30,,true,2023-08-30 00:00:00
744,479,Basic,29.99,1,720p,2,expired,2023-06-18,2024-04-24,false,2023-06-18 00:00:00
745,479,Premium,59.99,4,4K,5,cancelled,2021-05-06,2021-06-28,true,2021-05-06 00:00:00
746,479,Basic,29.99,1,720p,2,active,2020-11-14,,true,2020-11-14 00:00:00
747,480,Basic,29.99,1,720p,2,cancelled,2023-11-17,2024-09-07,false,2023-11-17 00:00:00
748,480,Premium,59.99,4,4K,5,active,2020-07-31,,true,2020-07-31 00:00:00
749,481,Standard,43.99,2,1080p,5,cancelled,2021-10-26,2021-12-08,false,2021-10-26 00:00:00
750,481,Standard,43.99,2,1080p,5,active,2020-11-10,,true,2020-11-10 00:00:00
751,482,Basic,29.99,1,720p,2,active,2020-02-19,,true,2020-02-19 00:00:00
752,483,Basic,29.99,1,720p,2,expired,2025-03-17,2025-10-27,false,2025-03-17 00:00:00
753,483,Standard,43.99,2,1080p,5,active,2020-03-23,,true,2020-03-23 00:00:00
754,484,Standard,43.99,2,1080p,5,expired,2020-03-28,2020-07-18,false,2020-03-28 00:00:00
755,484,Standard,43.99,2,1080p,5,active,2022-11-02,,true,2022-11-02 00:00:00
756,485,Premium,59.99,4,4K,5,cancelled,2022-04-26,2023-02-07,true,2022-04-26 00:00:00
757,485,Basic,29.99,1,720p,2,active,2022-09-21,,true,2022-09-21 00:00:00
758,486,Basic,29.99,1,720p,2,active,2023-02-10,,true,2023-02-10 00:00:00
759,487,Premium,59.99,4,4K,5,cancelled,2021-02-16,2021-06-23,false,2021-02-16 00:00:00
760,487,Basic,29.99,1,720p,2,active,2022-07-31,,true,2022-07-31 00:00:00
761,488,Standard,43.99,2,1080p,5,active,2023-04-04,,true,2023-04-04 00:00:00
762,489,Basic,29.99,1,720p,2,active,2022-10-20,,true,2022-10-20 00:00:00
763,490,Standard,43.99,2,1080p,5,active,2022-01-11,,true,2022-01-11 00:00:00
764,491,Standard,43.99,2,1080p,5,active,2022-03-22,,true,2022-03-22 00:00:00
765,492,Basic,29.99,1,720p,2,active,2022-11-04,,true,2022-11-04 00:00:00
766,493,Premium,59.99,4,4K,5,expired,2024-09-15,2025-01-19,false,2024-09-15 00:00:00
767,493,Standard,43.99,2,1080p,5,active,2023-11-05,,true,2023-11-05 00:00:00
768,494,Standard,43.99,2,1080p,5,active,2020-05-19,,true,2020-05-19 00:00:00
769,495,Standard,43.99,2,1080p,5,expired,2020-01-24,2020-03-01,false,2020-01-24 00:00:00
770,495,Premium,59.99,4,4K,5,active,2022-03-28,,true,2022-03-28 00:00:00
771,496,Standard,43.99,2,1080p,5,cancelled,2024-11-27,2025-03-18,false,2024-11-27 00:00:00
772,496,Basic,29.99,1,720p,2,active,2024-01-28,,true,2024-01-28 00:00:00
773,497,Standard,43.99,2,1080p,5,expired,2022-02-11,2022-08-25,false,2022-02-11 00:00:00
774,497,Basic,29.99,1,720p,2,active,2023-01-23,,true,2023-01-23 00:00:00
775,498,Standard,43.99,2,1080p,5,cancelled,2020-11-17,2021-11-05,true,2020-11-17 00:00:00
776,498,Standard,43.99,2,1080p,5,active,2023-06-02,,true,2023-06-02 00:00:00
777,499,Premium,59.99,4,4K,5,expired,2020-01-18,2020-06-07,true,2020-01-18 00:00:00
778,499,Standard,43.99,2,1080p,5,active,2022-12-23,,true,2022-12-23 00:00:00
779,500,Standard,43.99,2,1080p,5,active,2020-01-09,,true,2020-01-09 00:00:00
780,501,Premium,59.99,4,4K,5,expired,2024-12-17,2025-05-28,true,2024-12-17 00:00:00
781,501,Standard,43.99,2,1080p,5,active,2022-07-22,,true,2022-07-22 00:00:00
782,502,Basic,29.99,1,720p,2,active,2024-08-06,,true,2024-08-06 00:00:00
783,503,Basic,29.99,1,720p,2,cancelled,2021-01-29,2021-07-08,false,2021-01-29 00:00:00
784,503,Premium,59.99,4,4K,5,active,2023-01-09,,true,2023-01-09 00:00:00
785,504,Standard,43.99,2,1080p,5,active,2025-02-18,,true,2025-02-18 00:00:00
786,505,Basic,29.99,1,720p,2,cancelled,2021-01-09,2021-03-31,true,2021-01-09 00:00:00
787,505,Standard,43.99,2,1080p,5,active,2022-10-29,,true,2022-10-29 00:00:00
788,506,Standard,43.99,2,1080p,5,expired,2024-03-11,2024-11-08,true,2024-03-11 00:00:00
789,506,Standard,43.99,2,1080p,5,active,2023-08-03,,true,2023-08-03 00:00:00
790,507,Standard,43.99,2,1080p,5,expired,2021-03-31,2022-03-23,true,2021-03-31 00:00:00
791,507,Standard,43.99,2,1080p,5,active,2023-02-12,,true,2023-02-12 00:00:00
792,508,Standard,43.99,2,1080p,5,active,2022-06-30,,true,2022-06-30 00:00:00
793,509,Premium,59.99,4,4K,5,active,2023-08-08,,true,2023-08-08 00:00:00
794,510,Standard,43.99,2,1080p,5,cancelled,2022-06-17,2022-09-09,true,2022-06-17 00:00:00
795,510,Standard,43.99,2,1080p,5,active,2024-11-25,,true,2024-11-25 00:00:00
796,511,Standard,43.99,2,1080p,5,active,2021-08-11,,true,2021-08-11 00:00:00
797,512,Basic,29.99,1,720p,2,expired,2022-09-23,2023-07-26,false,2022-09-23 00:00:00
798,512,Basic,29.99,1,720p,2,expired,2021-02-14,2021-04-24,true,2021-02-14 00:00:00
799,512,Basic,29.99,1,720p,2,active,2020-09-01,,true,2020-09-01 00:00:00
800,513,Standard,43.99,2,1080p,5,expired,2020-10-08,2021-03-25,false,2020-10-08 00:00:00
801,513,Standard,43.99,2,1080p,5,active,2025-05-31,,true,2025-05-31 00:00:00
802,514,Basic,29.99,1,720p,2,cancelled,2022-10-14,2023-08-18,true,2022-10-14 00:00:00
803,514,Basic,29.99,1,720p,2,active,2024-07-11,,true,2024-07-11 00:00:00
804,515,Standard,43.99,2,1080p,5,active,2023-06-16,,true,2023-06-16 00:00:00
805,516,Standard,43.99,2,1080p,5,active,2020-03-06,,true,2020-03-06 00:00:00
806,517,Premium,59.99,4,4K,5,active,2025-03-02,,true,2025-03-02 00:00:00
807,518,Standard,43.99,2,1080p,5,expired,2021-06-02,2021-07-08,false,2021-06-02 00:00:00
808,518,Standard,43.99,2,1080p,5,expired,2021-08-25,2022-04-20,false,2021-08-25 00:00:00
809,518,Basic,29.99,1,720p,2,active,2023-05-13,,true,2023-05-13 00:00:00
810,519,Standard,43.99,2,1080p,5,expired,2024-09-21,2025-05-27,false,2024-09-21 00:00:00
811,519,Basic,29.99,1,720p,2,active,2025-01-23,,true,2025-01-23 00:00:00
812,520,Premium,59.99,4,4K,5,active,2020-11-02,,true,2020-11-02 00:00:00
813,521,Standard,43.99,2,1080p,5,active,2022-05-14,,true,2022-05-14 00:00:00
814,522,Basic,29.99,1,720p,2,active,2020-12-31,,true,2020-12-31 00:00:00
815,523,Basic,29.99,1,720p,2,active,2022-08-06,,true,2022-08-06 00:00:00
816,524,Premium,59.99,4,4K,5,active,2022-05-10,,true,2022-05-10 00:00:00
817,525,Basic,29.99,1,720p,2,active,2022-06-06,,true,2022-06-06 00:00:00
818,526,Basic,29.99,1,720p,2,expired,2020-08-01,2020-12-25,false,2020-08-01 00:00:00
819,526,Standard,43.99,2,1080p,5,active,2025-03-07,,true,2025-03-07 00:00:00
820,527,Standard,43.99,2,1080p,5,cancelled,2021-04-29,2022-04-09,true,2021-04-29 00:00:00
821,527,Basic,29.99,1,720p,2,expired,2020-10-09,2021-01-26,false,2020-10-09 00:00:00
822,527,Premium,59.99,4,4K,5,active,2022-05-16,,true,2022-05-16 00:00:00
823,528,Standard,43.99,2,1080p,5,cancelled,2023-02-27,2023-10-26,false,2023-02-27 00:00:00
824,528,Premium,59.99,4,4K,5,active,2020-05-03,,true,2020-05-03 00:00:00
825,529,Standard,43.99,2,1080p,5,active,2022-10-15,,true,2022-10-15 00:00:00
826,530,Standard,43.99,2,1080p,5,active,2023-02-19,,true,2023-02-19 00:00:00
827,531,Basic,29.99,1,720p,2,cancelled,2023-12-16,2024-06-19,false,2023-12-16 00:00:00
828,531,Standard,43.99,2,1080p,5,expired,2020-10-25,2021-07-28,true,2020-10-25 00:00:00
829,531,Standard,43.99,2,1080p,5,active,2023-08-19,,true,2023-08-19 00:00:00
830,532,Basic,29.99,1,720p,2,active,2020-06-07,,true,2020-06-07 00:00:00
831,533,Standard,43.99,2,1080p,5,active,2024-10-30,,true,2024-10-30 00:00:00
832,534,Standard,43.99,2,1080p,5,active,2024-08-22,,true,2024-08-22 00:00:00
833,535,Premium,59.99,4,4K,5,active,2020-06-03,,true,2020-06-03 00:00:00
834,536,Premium,59.99,4,4K,5,active,2023-03-06,,true,2023-03-06 00:00:00
835,537,Basic,29.99,1,720p,2,cancelled,2023-05-08,2023-07-31,false,2023-05-08 00:00:00
836,537,Standard,43.99,2,1080p,5,expired,2021-09-24,2022-04-15,false,2021-09-24 00:00:00
837,537,Premium,59.99,4,4K,5,active,2021-05-24,,true,2021-05-24 00:00:00
838,538,Basic,29.99,1,720p,2,active,2024-12-17,,true,2024-12-17 00:00:00
839,539,Basic,29.99,1,720p,2,active,2022-03-30,,true,2022-03-30 00:00:00
840,540,Standard,43.99,2,1080p,5,active,2022-10-02,,true,2022-10-02 00:00:00
841,541,Premium,59.99,4,4K,5,cancelled,2024-07-05,2024-08-06,false,2024-07-05 00:00:00
842,541,Standard,43.99,2,1080p,5,active,2024-08-09,,true,2024-08-09 00:00:00
843,542,Standard,43.99,2,1080p,5,expired,2023-11-06,2024-03-16,true,2023-11-06 00:00:00
844,542,Premium,59.99,4,4K,5,active,2021-02-10,,true,2021-02-10 00:00:00
845,543,Standard,43.99,2,1080p,5,active,2022-03-23,,true,2022-03-23 00:00:00
846,544,Premium,59.99,4,4K,5,active,2022-03-29,,true,2022-03-29 00:00:00
847,545,Basic,29.99,1,720p,2,active,2024-03-14,,true,2024-03-14 00:00:00
848,546,Standard,43.99,2,1080p,5,active,2023-10-22,,true,2023-10-22 00:00:00
849,547,Premium,59.99,4,4K,5,cancelled,2024-11-05,2025-02-03,false,2024-11-05 00:00:00
850,547,Basic,29.99,1,720p,2,active,2023-10-02,,true,2023-10-02 00:00:00
851,548,Basic,29.99,1,720p,2,cancelled,2022-01-02,2022-02-18,false,2022-01-02 00:00:00
852,548,Standard,43.99,2,1080p,5,cancelled,2020-10-29,2021-07-20,false,2020-10-29 00:00:00
853,548,Premium,59.99,4,4K,5,active,2021-06-10,,true,2021-06-10 00:00:00
854,549,Premium,59.99,4,4K,5,active,2023-08-16,,true,2023-08-16 00:00:00
855,550,Standard,43.99,2,1080p,5,active,2021-11-24,,true,2021-11-24 00:00:00
856,551,Standard,43.99,2,1080p,5,active,2023-11-05,,true,2023-11-05 00:00:00
857,552,Basic,29.99,1,720p,2,expired,2021-01-29,2021-07-23,false,2021-01-29 00:00:00
858,552,Standard,43.99,2,1080p,5,expired,2020-06-11,2020-08-21,false,2020-06-11 00:00:00
859,552,Basic,29.99,1,720p,2,active,2022-11-07,,true,2022-11-07 00:00:00
860,553,Standard,43.99,2,1080p,5,active,2021-12-22,,true,2021-12-22 00:00:00
861,554,Premium,59.99,4,4K,5,active,2025-01-23,,true,2025-01-23 00:00:00
862,555,Standard,43.99,2,1080p,5,expired,2021-12-04,2022-07-05,false,2021-12-04 00:00:00
863,555,Premium,59.99,4,4K,5,expired,2025-03-05,2025-09-13,false,2025-03-05 00:00:00
864,555,Standard,43.99,2,1080p,5,active,2020-05-01,,true,2020-05-01 00:00:00
865,556,Basic,29.99,1,720p,2,active,2021-12-06,,true,2021-12-06 00:00:00
866,557,Basic,29.99,1,720p,2,cancelled,2024-04-11,2024-09-04,true,2024-04-11 00:00:00
867,557,Premium,59.99,4,4K,5,active,2022-03-28,,true,2022-03-28 00:00:00
868,558,Basic,29.99,1,720p,2,cancelled,2020-02-11,2020-07-16,false,2020-02-11 00:00:00
869,558,Premium,59.99,4,4K,5,expired,2022-07-26,2023-01-14,true,2022-07-26 00:00:00
870,558,Premium,59.99,4,4K,5,active,2021-04-10,,true,2021-04-10 00:00:00
871,559,Standard,43.99,2,1080p,5,active,2020-10-24,,true,2020-10-24 00:00:00
872,560,Standard,43.99,2,1080p,5,active,2023-10-22,,true,2023-10-22 00:00:00
873,561,Standard,43.99,2,1080p,5,active,2025-02-24,,true,2025-02-24 00:00:00
874,562,Standard,43.99,2,1080p,5,expired,2024-12-03,2025-01-29,true,2024-12-03 00:00:00
875,562,Premium,59.99,4,4K,5,expired,2025-04-15,2026-01-02,true,2025-04-15 00:00:00
876,562,Standard,43.99,2,1080p,5,active,2024-04-14,,true,2024-04-14 00:00:00
877,563,Basic,29.99,1,720p,2,active,2023-06-24,,true,2023-06-24 00:00:00
878,564,Premium,59.99,4,4K,5,active,2024-06-04,,true,2024-06-04 00:00:00
879,565,Standard,43.99,2,1080p,5,expired,2020-07-29,2021-06-12,false,2020-07-29 00:00:00
880,565,Standard,43.99,2,1080p,5,active,2023-07-09,,true,2023-07-09 00:00:00
881,566,Standard,43.99,2,1080p,5,cancelled,2020-02-14,2020-03-31,false,2020-02-14 00:00:00
